66 (3021)
44 (2612)
34 (3040)
56 (3021)
46 (2556)
58 (3195)
36 (3099)
25 (2860)
48 (3013)
17 (2500)
29 (3181)
3 (2839)
5 (2971)
7 (3076)
9 (2874)
60 (3149)
40 (3170)
62 (3060)
52 (3185)
42 (2714)
64 (2631)
31 (2526)
36 40 52 58 60 62 66 (2769)
5 7 34 36 52 58 66 (2541)
7 36 40 52 56 58 60 (2747)
7 36 40 52 56 58 62 (2705)
5 7 34 36 52 58 62 (2566)
7 36 40 52 56 58 66 (2623)
25 29 36 40 48 56 58 (2529)
3 36 40 48 58 60 66 (2513)
5 7 29 36 40 48 52 (2615)
3 7 29 58 60 62 66 (2518)
7 40 52 56 58 60 66 (2720)
5 25 29 52 58 60 66 (2525)
5 29 34 52 58 60 66 (2739)
5 25 29 52 58 60 62 (2509)
9 29 40 58 60 62 66 (2581)
5 29 34 52 58 60 62 (2721)
7 36 40 58 60 62 66 (2665)
3 29 36 40 56 58 60 (2553)
5 25 29 36 40 52 60 (2521)
3 29 36 40 56 58 62 (2520)
29 48 56 58 60 62 66 (2599)
9 29 34 40 48 58 60 (2530)
29 40 48 56 58 60 66 (2666)
29 40 48 56 58 60 62 (2687)
29 48 52 58 60 62 66 (2725)
5 36 48 52 58 60 66 (2646)
34 40 48 52 58 62 66 (2597)
25 29 52 58 60 62 66 (2582)
7 29 36 40 56 58 60 (2745)
29 34 40 42 52 58 60 (2554)
5 7 34 40 56 60 62 (2511)
34 36 40 48 52 58 66 (2681)
34 36 40 48 52 58 60 (2774)
29 36 40 48 56 58 60 (2747)
29 36 40 48 56 58 62 (2685)
34 36 40 48 52 58 62 (2683)
7 29 36 40 56 58 62 (2703)
7 40 52 56 58 60 62 (2758)
7 29 36 40 56 58 66 (2624)
29 36 40 48 56 58 66 (2640)
5 7 34 40 52 56 62 (2550)
5 34 40 48 58 60 62 (2560)
5 34 40 58 60 62 66 (2636)
3 5 40 52 58 60 66 (2501)
9 34 40 52 56 58 62 (2532)
5 34 36 40 48 58 60 (2636)
5 34 40 48 58 60 66 (2586)
5 34 36 40 48 58 62 (2558)
5 34 36 40 48 58 66 (2560)
7 29 36 58 60 62 66 (2676)
7 29 36 48 58 60 66 (2727)
3 7 29 52 56 58 62 (2549)
3 7 29 52 56 58 60 (2592)
7 29 36 48 58 60 62 (2700)
7 9 29 36 40 52 58 (2627)
5 34 40 52 58 62 66 (2627)
7 9 29 36 40 52 56 (2527)
5 7 29 52 56 60 66 (2566)
25 29 36 40 48 56 60 (2513)
9 34 40 52 56 58 60 (2574)
5 7 34 40 52 56 60 (2578)
5 7 29 52 56 60 62 (2576)
25 29 40 58 60 62 66 (2577)
5 34 40 48 52 60 66 (2578)
5 34 40 48 52 60 62 (2551)
7 25 29 36 52 60 62 (2512)
7 25 29 36 52 60 66 (2520)
3 29 40 48 52 60 62 (2512)
3 29 40 48 52 60 66 (2530)
7 29 34 36 56 58 60 (2645)
25 34 40 52 58 60 66 (2555)
7 9 29 36 58 60 66 (2503)
5 34 36 52 58 62 66 (2541)
5 25 29 34 40 58 60 (2519)
7 29 34 36 56 58 66 (2537)
25 34 40 52 58 60 62 (2551)
7 29 34 36 56 58 62 (2598)
7 29 40 52 56 58 66 (2716)
3 29 40 48 58 60 66 (2539)
7 29 40 52 56 58 62 (2795)
7 34 36 52 56 58 60 (2642)
7 25 29 36 58 60 62 (2522)
7 34 36 52 56 58 62 (2595)
3 29 40 48 58 60 62 (2521)
7 34 40 52 58 62 66 (2636)
7 9 29 34 40 52 62 (2510)
7 29 40 52 56 58 60 (2837)
7 34 36 52 56 58 66 (2534)
29 34 52 58 60 62 66 (2753)
5 40 52 56 58 60 62 (2659)
9 36 40 52 58 60 66 (2588)
7 9 29 34 40 52 60 (2579)
5 40 52 56 58 60 66 (2639)
9 36 40 52 58 60 62 (2594)
7 25 29 34 40 52 60 (2543)
5 34 40 52 56 58 60 (2667)
5 34 40 52 56 58 62 (2640)
7 29 36 40 48 56 62 (2591)
7 29 36 40 48 56 60 (2654)
9 29 40 52 56 58 60 (2679)
5 29 40 48 58 60 62 (2632)
3 29 40 52 58 62 66 (2567)
7 29 36 40 48 56 66 (2548)
9 29 40 52 56 58 62 (2632)
5 29 40 48 58 60 66 (2659)
9 29 40 52 56 58 66 (2562)
7 29 36 52 56 58 60 (2764)
3 36 40 52 56 58 60 (2549)
7 29 36 52 56 58 62 (2712)
3 29 36 48 58 60 62 (2510)
5 7 34 52 56 60 66 (2506)
7 29 36 52 56 58 66 (2642)
5 7 29 40 52 56 62 (2608)
3 29 36 48 58 60 66 (2537)
5 7 29 40 52 56 60 (2637)
9 29 36 40 58 60 66 (2592)
5 7 34 52 56 60 62 (2517)
5 34 40 52 56 58 66 (2576)
5 7 29 40 52 56 66 (2547)
7 25 29 34 40 52 58 (2569)
7 25 29 36 58 60 66 (2529)
5 9 29 40 52 56 58 (2539)
5 34 36 48 58 60 66 (2578)
29 34 40 48 58 62 66 (2602)
3 36 40 52 56 58 62 (2516)
5 34 36 48 58 60 62 (2545)
5 29 36 52 56 58 60 (2648)
3 7 36 40 48 58 60 (2525)
5 29 36 52 56 58 62 (2613)
25 29 34 40 52 58 60 (2649)
29 40 48 52 56 62 66 (2580)
25 29 34 40 52 58 62 (2574)
7 25 29 36 40 52 60 (2608)
5 29 34 40 48 58 62 (2580)
25 29 34 40 52 58 66 (2551)
9 29 36 40 58 60 62 (2596)
7 25 29 36 40 52 62 (2524)
7 29 36 40 48 56 58 (2677)
5 29 34 40 48 58 66 (2582)
5 34 36 40 56 58 62 (2548)
5 7 34 36 40 58 66 (2532)
5 29 34 40 48 58 60 (2658)
3 7 29 34 58 60 66 (2511)
5 34 36 40 56 58 60 (2575)
5 9 29 40 52 56 60 (2503)
3 34 40 52 56 58 62 (2500)
3 34 40 52 56 58 60 (2528)
5 29 40 52 58 62 66 (2697)
5 7 29 40 52 56 58 (2680)
5 7 34 36 40 58 60 (2622)
5 29 36 52 56 58 66 (2557)
5 7 34 36 40 58 62 (2564)
7 29 34 36 40 52 56 (2663)
7 29 48 56 60 62 66 (2506)
9 29 40 52 58 60 66 (2681)
29 34 40 56 60 62 66 (2628)
5 36 40 58 60 62 66 (2615)
7 40 48 52 56 60 62 (2595)
7 29 36 48 52 60 62 (2689)
7 40 48 52 56 60 66 (2573)
9 29 40 52 58 60 62 (2685)
5 29 36 40 58 62 66 (2611)
34 36 48 56 58 60 62 (2558)
25 29 34 40 56 58 60 (2513)
7 29 36 48 52 60 66 (2717)
36 40 48 52 58 62 66 (2692)
3 36 40 48 52 60 66 (2504)
3 7 36 52 58 60 62 (2515)
29 34 36 40 52 56 58 (2754)
7 29 34 36 40 52 58 (2798)
34 36 48 56 58 60 66 (2555)
3 7 36 52 58 60 66 (2528)
29 36 48 52 56 58 66 (2658)
7 29 36 40 52 58 66 (2769)
29 36 40 42 52 58 60 (2566)
7 29 34 36 40 52 66 (2648)
7 29 34 36 40 52 62 (2683)
5 48 52 56 58 60 62 (2508)
3 7 29 36 40 60 62 (2509)
7 29 34 36 40 52 60 (2755)
29 36 48 52 56 58 60 (2766)
29 36 48 52 56 58 62 (2694)
5 48 52 56 58 60 66 (2510)
3 7 29 36 40 60 66 (2513)
7 29 34 48 58 62 66 (2507)
29 36 40 48 52 58 66 (2803)
7 29 36 40 52 58 60 (2890)
29 36 40 48 52 58 60 (2910)
7 29 36 40 52 58 62 (2810)
34 36 40 56 58 62 66 (2535)
29 36 40 48 52 58 62 (2810)
5 7 29 36 60 62 66 (2517)
7 9 29 34 40 52 58 (2615)
29 34 36 52 56 58 62 (2685)
5 36 40 48 58 60 66 (2637)
3 5 7 29 40 58 60 (2514)
29 34 36 40 48 56 66 (2531)
29 34 36 52 56 58 60 (2732)
7 29 34 56 60 62 66 (2549)
29 34 36 52 56 58 66 (2623)
7 9 29 34 40 52 56 (2519)
7 9 29 34 36 40 58 (2526)
9 29 36 48 58 60 62 (2516)
9 36 40 52 56 58 60 (2588)
5 36 40 48 58 60 62 (2611)
29 34 36 40 48 56 62 (2566)
9 29 36 48 58 60 66 (2536)
9 36 40 52 56 58 62 (2543)
7 34 40 48 58 60 62 (2584)
5 36 40 52 58 62 66 (2604)
29 34 36 40 48 56 60 (2624)
7 34 40 48 58 60 66 (2607)
5 7 29 36 48 52 60 (2611)
3 7 29 52 58 60 62 (2608)
5 7 29 36 48 52 62 (2524)
29 34 36 40 48 56 58 (2647)
5 7 29 36 48 52 66 (2536)
3 29 48 52 58 60 62 (2527)
7 9 29 34 36 40 52 (2519)
3 29 48 52 58 60 66 (2554)
3 7 29 52 58 60 66 (2621)
25 36 40 58 60 62 66 (2519)
29 34 36 40 52 56 60 (2711)
29 34 36 40 52 56 62 (2673)
7 34 36 40 58 62 66 (2548)
29 34 36 40 52 56 66 (2603)
5 7 29 36 48 52 58 (2635)
3 7 52 58 60 62 66 (2509)
5 7 34 52 60 62 66 (2533)
3 29 36 40 52 58 60 (2678)
5 34 36 40 52 58 60 (2719)
7 29 34 36 52 60 62 (2651)
29 34 48 52 58 62 66 (2605)
3 29 36 40 52 58 66 (2577)
3 29 36 40 52 58 62 (2607)
7 25 29 36 40 56 58 (2500)
5 9 29 34 40 58 60 (2566)
5 9 29 34 40 58 62 (2509)
7 29 34 36 52 60 66 (2669)
29 40 48 52 58 62 66 (2710)
5 34 36 40 52 58 66 (2628)
5 34 36 40 52 58 62 (2661)
5 7 34 40 52 60 66 (2621)
5 7 29 36 56 58 60 (2563)
36 48 52 56 58 62 66 (2576)
5 7 29 36 56 58 62 (2528)
5 7 34 40 52 60 62 (2608)
29 40 42 48 52 58 60 (2516)
7 34 36 40 52 58 60 (2756)
7 34 36 40 52 58 62 (2685)
29 34 36 40 58 60 62 (2756)
7 34 36 40 52 58 66 (2649)
29 34 36 40 58 60 66 (2763)
34 48 52 58 60 62 66 (2609)
9 29 34 36 52 60 66 (2503)
5 29 36 40 52 58 62 (2731)
5 29 36 40 52 58 60 (2790)
5 29 36 40 52 58 66 (2699)
7 29 34 36 48 56 58 (2578)
9 34 36 40 52 58 62 (2522)
7 9 29 36 40 56 58 (2531)
29 36 48 52 56 62 66 (2568)
9 34 36 40 52 58 60 (2590)
5 40 52 56 60 62 66 (2571)
7 29 34 36 48 56 60 (2554)
7 9 52 56 58 60 62 (2514)
34 36 40 48 52 62 66 (2571)
36 48 52 58 60 62 66 (2707)
7 9 40 52 56 58 62 (2539)
7 9 40 52 56 58 60 (2586)
29 36 40 48 58 62 66 (2695)
5 29 34 36 48 56 58 (2522)
9 29 36 40 48 52 66 (2508)
29 36 52 58 60 62 66 (2776)
5 29 34 36 40 52 66 (2625)
5 29 34 36 40 52 60 (2716)
5 29 34 36 40 52 62 (2657)
5 34 36 40 58 62 66 (2539)
5 29 36 48 52 60 66 (2643)
5 7 40 56 58 60 62 (2572)
5 7 34 36 48 58 60 (2548)
5 7 40 56 58 60 66 (2553)
5 29 34 36 40 52 56 (2611)
5 29 34 36 40 52 58 (2759)
25 36 40 52 58 60 66 (2614)
5 29 34 48 56 58 60 (2523)
25 36 40 52 58 60 62 (2620)
5 29 36 48 52 60 62 (2608)
7 29 34 48 60 62 66 (2507)
5 29 34 56 60 62 66 (2521)
3 29 40 52 56 58 60 (2642)
3 7 29 36 48 58 60 (2550)
7 29 36 52 58 62 66 (2665)
5 29 34 36 56 58 62 (2555)
5 29 34 36 56 58 60 (2589)
3 29 40 52 56 58 62 (2609)
3 7 29 40 52 56 62 (2535)
3 7 29 40 52 56 60 (2568)
3 29 40 52 56 58 66 (2541)
25 29 36 40 58 60 66 (2616)
7 9 29 56 58 60 62 (2519)
25 29 34 36 52 60 66 (2507)
25 29 36 40 58 60 62 (2618)
25 34 36 40 48 52 58 (2550)
5 7 29 36 48 60 62 (2511)
3 7 29 40 52 56 58 (2601)
29 36 40 52 58 60 62 (2878)
25 34 36 40 48 52 60 (2534)
29 36 40 52 58 60 66 (2880)
9 29 36 40 48 52 58 (2626)
5 7 29 36 48 60 66 (2547)
9 29 36 40 48 52 56 (2508)
25 29 40 52 58 60 62 (2674)
25 29 40 52 58 60 66 (2672)
7 25 40 52 56 58 60 (2541)
29 34 36 56 58 62 66 (2543)
5 9 29 36 52 58 60 (2536)
5 7 29 34 36 60 62 (2529)
9 29 36 40 48 52 62 (2513)
9 29 36 40 48 52 60 (2610)
34 40 48 56 58 60 66 (2560)
29 34 40 48 52 62 66 (2593)
7 34 40 52 56 58 66 (2610)
7 34 40 52 56 58 60 (2717)
7 34 40 52 56 58 62 (2680)
5 29 40 52 56 58 66 (2635)
25 29 34 36 58 60 66 (2514)
5 29 34 36 40 56 62 (2544)
5 29 34 36 40 56 60 (2572)
7 29 34 36 40 56 58 (2667)
5 29 40 52 56 58 60 (2726)
34 40 48 56 58 60 62 (2572)
5 29 40 52 56 58 62 (2698)
5 29 36 52 58 62 66 (2613)
5 29 34 48 52 58 62 (2582)
34 36 48 52 58 62 66 (2583)
5 29 34 48 52 58 66 (2591)
25 29 34 36 58 60 62 (2501)
3 29 34 36 52 58 60 (2572)
7 9 29 36 40 48 52 (2516)
7 9 29 36 40 48 58 (2523)
29 36 40 48 56 62 66 (2559)
5 34 36 48 52 60 62 (2536)
5 29 34 36 40 56 58 (2615)
25 29 36 58 60 62 66 (2526)
7 29 34 36 40 56 60 (2624)
5 34 36 48 52 60 66 (2570)
7 29 34 36 40 56 62 (2586)
7 29 34 36 40 56 66 (2517)
5 9 29 36 40 52 58 (2556)
3 29 36 48 52 60 66 (2528)
3 29 34 36 52 58 62 (2500)
3 29 36 48 52 60 62 (2501)
9 29 36 40 48 56 58 (2512)
5 29 34 48 52 58 60 (2667)
9 34 36 40 48 52 58 (2515)
7 34 36 48 52 60 62 (2561)
3 7 29 40 58 60 66 (2606)
29 34 36 58 60 62 66 (2665)
7 25 36 40 52 58 60 (2613)
3 7 29 40 58 60 62 (2602)
7 34 36 52 58 62 66 (2551)
7 34 36 48 52 60 66 (2594)
7 29 34 48 52 58 66 (2617)
7 29 34 48 52 58 62 (2609)
7 29 34 48 52 58 60 (2710)
7 25 36 40 52 58 62 (2530)
5 7 36 40 48 58 66 (2528)
5 29 36 48 58 60 66 (2653)
7 34 36 48 58 60 66 (2602)
7 25 29 40 48 58 60 (2582)
5 7 36 40 48 58 62 (2525)
9 29 36 52 56 58 60 (2604)
5 29 36 48 58 60 62 (2619)
5 7 29 36 40 60 62 (2590)
7 34 36 48 58 60 62 (2570)
9 29 36 52 56 58 62 (2547)
7 29 34 48 56 58 62 (2512)
5 7 29 36 40 60 66 (2604)
34 36 40 52 56 60 62 (2633)
7 29 34 48 56 58 60 (2579)
5 7 36 40 48 58 60 (2604)
9 40 52 56 58 60 62 (2601)
34 36 40 52 56 60 66 (2607)
29 36 48 52 58 62 66 (2699)
9 29 36 48 52 56 60 (2513)
7 29 34 40 48 58 66 (2605)
7 29 34 40 48 58 62 (2606)
7 29 34 40 48 58 60 (2697)
25 29 36 40 52 60 62 (2608)
3 5 29 40 52 60 66 (2501)
7 34 36 40 56 58 66 (2518)
5 36 40 52 56 58 66 (2542)
25 29 36 40 52 60 66 (2607)
5 36 40 52 56 58 60 (2634)
5 7 29 34 40 58 66 (2627)
5 9 29 36 40 52 60 (2520)
5 36 40 48 52 56 60 (2543)
7 25 29 36 40 48 60 (2564)
5 36 40 52 56 58 62 (2608)
7 34 36 40 56 58 62 (2588)
7 34 36 40 56 58 60 (2625)
29 34 40 52 56 60 62 (2726)
29 34 40 52 56 60 66 (2700)
7 9 29 40 48 58 60 (2532)
7 36 40 52 60 62 66 (2654)
5 7 29 34 40 58 62 (2659)
5 7 29 34 40 58 60 (2717)
5 36 52 56 58 60 66 (2561)
5 36 52 56 58 60 62 (2574)
29 34 36 40 56 60 66 (2608)
7 25 29 36 40 48 52 (2571)
5 29 34 36 48 52 62 (2556)
7 9 29 36 40 48 60 (2507)
29 34 36 40 56 60 62 (2634)
5 7 29 36 52 58 66 (2612)
7 34 52 56 58 60 66 (2631)
5 29 34 36 48 52 60 (2642)
3 29 34 36 40 52 60 (2550)
7 29 36 40 48 52 62 (2698)
29 34 40 52 58 60 66 (2851)
7 29 36 40 48 52 60 (2799)
7 34 52 56 58 60 62 (2648)
5 29 52 56 58 60 66 (2654)
7 29 36 40 48 52 66 (2693)
29 34 40 52 58 60 62 (2844)
25 29 36 52 60 62 66 (2516)
34 36 40 52 58 60 66 (2758)
5 29 36 40 48 60 62 (2606)
7 25 34 36 40 52 58 (2505)
7 29 36 40 48 52 58 (2822)
34 36 40 52 58 60 62 (2751)
5 29 36 40 48 60 66 (2634)
5 25 29 36 48 52 58 (2504)
5 29 52 56 58 60 62 (2666)
5 29 34 36 48 52 66 (2566)
5 7 29 36 52 58 62 (2636)
5 7 29 36 52 58 60 (2702)
7 29 40 52 60 62 66 (2747)
7 25 29 36 40 48 58 (2580)
5 29 34 36 60 62 66 (2546)
7 29 36 40 60 62 66 (2661)
5 29 36 40 56 58 66 (2543)
3 29 34 36 40 52 58 (2583)
7 29 36 40 48 52 56 (2673)
7 9 36 40 52 58 62 (2514)
7 9 36 40 52 58 60 (2590)
9 40 52 56 58 60 66 (2566)
40 48 52 58 60 62 66 (2718)
5 29 36 40 56 58 60 (2634)
5 29 36 40 56 58 62 (2606)
5 29 34 36 48 52 58 (2666)
5 29 34 36 48 52 56 (2518)
29 48 52 56 58 60 62 66 (2594)
7 29 36 40 48 52 56 58 (2672)
9 29 40 48 52 58 60 66 (2533)
29 40 48 52 56 58 62 66 (2580)
5 29 34 40 48 52 58 62 (2571)
5 7 29 34 36 48 52 58 (2562)
25 29 36 40 52 60 62 66 (2501)
5 29 34 40 48 52 58 60 (2649)
3 5 29 34 40 52 58 60 (2513)
5 7 40 48 52 58 60 66 (2543)
5 34 40 52 56 60 62 66 (2509)
7 29 36 40 48 52 56 62 (2586)
7 25 29 40 48 52 58 60 (2572)
5 7 29 34 36 40 48 60 (2529)
7 29 36 40 48 52 56 60 (2649)
5 7 29 34 40 56 60 62 (2509)
7 36 52 56 58 60 62 66 (2556)
7 29 36 40 48 52 56 66 (2543)
5 29 36 40 48 52 56 60 (2538)
5 7 29 34 36 40 48 52 (2544)
5 29 34 40 48 52 58 66 (2573)
5 7 29 34 36 40 48 58 (2552)
7 29 40 48 52 58 60 62 (2700)
5 29 36 40 48 52 56 58 (2561)
7 29 40 48 52 58 60 66 (2718)
7 29 34 40 52 56 62 66 (2532)
3 7 29 36 40 52 58 66 (2504)
3 7 29 34 40 52 58 62 (2507)
3 7 29 34 40 52 58 60 (2569)
7 29 34 40 48 52 58 66 (2596)
3 7 29 36 40 52 58 62 (2533)
29 34 36 40 52 58 60 62 (2747)
7 29 34 36 48 52 56 60 (2549)
25 29 36 52 56 58 60 62 (2500)
9 29 40 52 58 60 62 66 (2573)
29 34 36 40 52 58 60 66 (2754)
7 29 34 40 56 58 62 66 (2537)
29 34 36 40 58 60 62 66 (2653)
7 34 40 52 56 60 62 66 (2534)
5 7 29 34 36 48 52 60 (2538)
5 29 34 36 40 48 52 58 (2647)
7 25 29 36 40 48 52 58 (2570)
7 29 36 40 56 58 62 66 (2543)
7 29 36 40 52 56 62 66 (2538)
5 7 40 48 52 58 60 62 (2516)
7 36 48 52 56 58 60 66 (2569)
25 29 40 52 58 60 62 66 (2567)
5 7 29 36 40 48 60 66 (2527)
7 36 48 52 56 58 60 62 (2583)
5 29 34 36 40 48 52 60 (2624)
5 7 29 34 40 60 62 66 (2529)
7 29 34 40 48 52 58 60 (2688)
29 34 36 48 58 60 62 66 (2588)
3 7 29 36 40 52 58 60 (2604)
5 29 34 36 40 48 52 62 (2545)
9 29 40 48 52 58 60 62 (2522)
9 29 36 52 56 58 60 62 (2510)
5 7 29 36 40 60 62 66 (2504)
5 29 34 36 40 48 52 66 (2548)
7 29 34 40 48 52 58 62 (2597)
5 7 29 34 36 40 58 60 (2620)
7 29 40 52 58 60 62 66 (2747)
5 7 29 34 52 56 60 62 (2515)
7 29 40 56 58 60 62 66 (2640)
7 25 36 40 48 52 58 60 (2559)
5 7 29 34 36 40 58 66 (2530)
5 7 29 34 36 40 58 62 (2562)
29 34 36 40 52 58 62 66 (2644)
7 29 34 36 40 48 52 56 (2551)
7 29 36 48 56 58 60 62 (2581)
7 29 36 48 52 56 60 66 (2566)
29 34 36 52 58 60 62 66 (2656)
7 29 36 48 52 56 60 62 (2576)
7 29 36 48 56 58 60 66 (2570)
5 7 29 34 52 56 60 66 (2504)
7 29 36 40 56 58 60 62 (2659)
25 29 40 48 52 58 60 66 (2578)
7 29 36 40 52 56 60 66 (2620)
5 7 29 40 56 58 60 66 (2551)
3 29 40 48 52 58 60 62 (2512)
7 29 34 40 48 52 56 58 (2576)
25 29 40 48 52 58 60 62 (2573)
5 7 29 40 56 58 60 62 (2569)
3 29 40 48 52 58 60 66 (2530)
3 7 29 36 40 52 56 58 (2508)
7 29 34 36 40 48 52 58 (2686)
7 29 34 36 40 48 52 66 (2571)
5 7 29 34 56 58 60 66 (2508)
7 29 34 36 40 48 52 62 (2571)
5 7 29 40 52 56 60 66 (2547)
5 7 29 34 56 58 60 62 (2520)
7 29 36 40 56 58 60 66 (2624)
7 29 36 40 52 56 60 62 (2654)
7 29 34 36 40 48 52 60 (2663)
5 7 29 40 52 56 60 62 (2564)
7 29 34 36 48 52 56 58 (2573)
7 29 34 40 48 52 56 60 (2553)
7 34 36 40 52 58 62 66 (2539)
29 34 36 48 52 58 60 62 (2667)
29 34 36 48 52 58 60 66 (2698)
7 25 29 36 48 52 58 60 (2578)
9 29 34 36 40 48 52 58 (2513)
5 29 40 52 58 60 62 66 (2697)
5 7 29 34 48 52 58 60 (2563)
5 7 34 36 40 48 52 60 (2522)
5 29 40 56 58 60 62 66 (2572)
29 40 52 56 58 60 62 66 (2728)
5 29 34 36 48 52 56 58 (2517)
5 29 40 48 52 58 60 66 (2648)
5 34 40 48 52 56 58 60 (2504)
3 5 7 29 40 52 58 60 (2505)
5 29 40 48 52 58 60 62 (2621)
5 7 29 34 40 52 62 66 (2520)
5 7 34 36 40 48 52 58 (2545)
29 34 36 56 58 60 62 66 (2543)
9 29 36 40 56 58 60 62 (2503)
34 36 48 52 58 60 62 66 (2583)
5 7 29 36 48 52 58 60 (2610)
5 7 29 36 48 52 58 62 (2524)
7 29 36 52 56 58 62 66 (2552)
5 7 29 36 48 52 58 66 (2535)
7 29 34 36 40 52 62 66 (2537)
5 29 34 36 52 56 60 62 (2506)
7 29 34 40 52 56 60 62 (2634)
9 29 36 40 48 52 58 60 (2609)
29 34 36 40 48 58 60 66 (2686)
7 29 34 40 52 56 60 66 (2609)
9 29 36 40 48 52 58 62 (2513)
7 36 40 48 52 56 58 60 (2655)
29 34 36 40 48 58 60 62 (2664)
9 29 36 40 48 52 58 66 (2507)
7 36 40 48 52 56 58 66 (2546)
7 36 40 48 52 56 58 62 (2593)
5 7 34 36 40 52 56 58 (2524)
5 7 29 34 40 48 52 60 (2546)
29 36 52 56 58 60 62 66 (2645)
25 29 36 40 48 52 56 60 (2509)
9 29 34 36 40 52 56 58 (2512)
5 29 34 36 40 52 56 62 (2539)
5 29 34 36 40 52 56 60 (2567)
7 9 29 52 56 58 60 62 (2514)
5 7 29 52 56 58 60 62 (2576)
5 7 36 40 48 52 58 60 (2593)
5 7 36 40 48 52 58 62 (2514)
5 7 29 52 56 58 60 66 (2565)
5 7 36 40 48 52 58 66 (2517)
29 36 40 48 52 56 60 62 (2656)
7 29 36 40 48 56 60 62 (2567)
7 29 34 36 56 58 60 66 (2537)
29 36 40 48 52 56 60 66 (2636)
7 29 36 40 48 56 60 66 (2548)
5 29 34 36 40 52 56 58 (2610)
29 40 48 52 56 58 60 62 (2682)
5 29 34 40 48 52 56 60 (2501)
29 40 48 52 56 58 60 66 (2661)
7 29 34 36 56 58 60 62 (2554)
25 29 36 40 48 52 56 58 (2525)
5 7 29 34 36 40 56 58 (2527)
29 34 40 52 56 58 62 66 (2623)
29 34 48 52 56 58 60 62 (2575)
34 36 40 52 56 58 60 66 (2606)
7 29 34 52 56 58 60 62 (2646)
7 29 36 40 52 60 62 66 (2650)
29 34 48 52 56 58 60 66 (2572)
34 36 40 52 56 58 60 62 (2633)
7 29 34 52 56 58 60 66 (2629)
5 29 34 40 48 52 56 58 (2524)
7 29 34 36 40 60 62 66 (2546)
5 25 29 34 40 52 58 60 (2511)
7 29 34 40 52 60 62 66 (2634)
9 29 34 36 48 52 58 60 (2516)
5 7 29 34 40 48 52 58 (2569)
7 29 34 36 40 48 60 62 (2556)
29 34 52 56 58 60 62 66 (2635)
5 29 34 40 56 58 60 62 (2597)
29 36 40 52 56 58 62 66 (2631)
5 29 34 40 56 58 60 66 (2577)
7 29 36 48 52 60 62 66 (2588)
29 34 40 48 52 56 60 66 (2552)
5 29 36 40 52 56 60 62 (2557)
3 7 36 40 48 52 58 60 (2516)
29 34 40 48 52 56 60 62 (2563)
5 29 36 40 52 56 60 66 (2539)
29 34 36 48 52 58 62 66 (2579)
5 34 52 56 58 60 62 66 (2520)
5 29 40 48 58 60 62 66 (2560)
7 34 36 40 52 60 62 66 (2539)
29 36 40 48 52 56 62 66 (2554)
5 7 29 36 40 52 60 62 (2579)
5 7 34 36 48 52 58 60 (2539)
5 7 29 36 40 52 60 66 (2593)
7 29 40 48 52 56 58 60 (2674)
29 34 40 52 56 58 60 66 (2699)
7 29 40 48 52 56 58 62 (2612)
7 29 34 36 40 48 60 66 (2580)
5 7 29 40 48 52 58 66 (2541)
7 29 40 48 52 56 58 66 (2568)
7 29 34 52 56 58 62 66 (2544)
7 34 36 48 52 58 60 62 (2561)
5 7 29 40 48 52 58 60 (2616)
5 7 29 40 48 52 58 62 (2537)
7 34 36 48 52 58 60 66 (2593)
7 34 36 40 48 52 60 62 (2549)
7 29 36 40 48 60 62 66 (2584)
5 29 40 48 52 58 62 66 (2549)
5 29 34 40 56 58 62 66 (2510)
29 34 40 52 56 58 60 62 (2726)
3 7 29 36 40 48 58 60 (2525)
7 25 29 36 40 52 58 60 (2607)
7 25 29 36 40 52 58 62 (2524)
29 34 36 40 48 58 62 66 (2576)
7 36 40 52 56 60 62 66 (2542)
5 29 34 36 48 52 58 66 (2565)
5 29 34 40 56 60 62 66 (2510)
7 9 29 40 52 56 60 62 (2502)
25 29 34 36 48 52 58 60 (2551)
5 29 34 36 48 52 58 62 (2556)
5 29 34 36 48 52 58 60 (2641)
7 29 48 52 56 60 62 66 (2501)
9 29 36 40 48 52 56 58 (2507)
3 7 29 40 48 52 58 60 (2542)
5 7 34 40 56 58 60 62 (2511)
5 29 36 40 48 52 58 66 (2622)
7 29 34 40 48 56 58 62 (2500)
29 34 40 52 56 60 62 66 (2623)
7 34 36 40 48 52 60 66 (2573)
5 29 34 36 40 48 56 58 (2503)
5 29 36 40 48 52 58 60 (2698)
29 36 40 48 52 60 62 66 (2684)
7 29 34 40 48 56 58 60 (2557)
5 7 29 36 52 60 62 66 (2506)
5 29 36 40 48 52 58 62 (2619)
5 29 36 52 56 58 60 62 (2569)
5 34 36 52 58 60 62 66 (2541)
7 29 34 36 40 56 60 66 (2517)
5 29 36 52 56 58 60 66 (2557)
7 29 34 36 40 56 60 62 (2542)
3 7 29 40 52 56 58 60 (2568)
7 34 36 40 52 58 60 62 (2641)
3 7 29 40 52 56 58 62 (2535)
7 34 36 40 52 58 60 66 (2649)
5 36 40 48 58 60 62 66 (2538)
5 29 36 40 48 56 58 60 (2542)
5 7 29 34 40 52 58 60 (2708)
34 36 40 48 58 60 62 66 (2580)
29 34 36 40 56 60 62 66 (2531)
29 34 40 48 52 56 58 62 (2587)
29 34 40 48 52 56 58 60 (2644)
34 36 40 52 56 58 62 66 (2530)
